Encounter_number,Range_ft,Camera_number,Camera_Confidence_level,Preprocess_time_ms,Inference_time_ms,Postprocess_time_ms
encounter_1787,1146.0593794916963,5,0.3397122919559479,2.125978469848633,11.591434478759766,0.6920099258422852
encounter_1790,1338.3897018322414,1,0,0,0,0
encounter_1798,1888.7640982667594,4,0,0,0,0
encounter_1809,1209.5065675419828,5,0,0,0,0
encounter_1834,341.2467291129868,2,0.8958464860916138,2.2841691970825195,12.157797813415527,0.8606910705566406
encounter_1839,952.6856329408134,3,0,0,0,0
encounter_1848,370.6430957378568,5,0,0,0,0
encounter_1852,730.3567684090146,3,0,0,0,0
encounter_1863,1114.4595388359573,3,0.656000018119812,2.1953582763671875,10.504961013793945,0.6396770477294922
encounter_1865,799.2267388978976,5,0.6213919520378113,2.2841691970825195,11.79194450378418,1.795649528503418
encounter_1916,469.8503635935701,5,0.8686056733131409,2.155780792236328,10.63072681427002,0.8015632629394531
encounter_1926,290.2505427721261,3,0.9072657227516174,2.1436214447021484,11.903047561645508,0.8091926574707031
encounter_1966,1160.9014797699956,5,0.6356589198112488,2.1518468856811523,15.142440795898438,1.0685920715332031
encounter_1986,280.7377600853487,2,0,0,0,0
encounter_1988,420.6882619793552,5,0.8883246779441833,2.1173954010009766,10.382771492004395,0.8134841918945312
encounter_1992,572.896137441804,5,0,0,0,0
encounter_1995,537.941305010515,5,0.8602439761161804,2.353787422180176,11.38758659362793,3.7189722061157227
encounter_2003,1031.9324291153118,4,0,0,0,0
encounter_2010,1340.4279987584755,5,0.649097204208374,2.14993953704834,12.11392879486084,0.6315708160400391
encounter_2040,629.7114847832453,4,0,0,0,0
encounter_2075,563.2041589395088,5,0,0,0,0
encounter_2098,502.7026008553223,2,0.8479751944541931,2.148151397705078,11.228799819946289,0.9950399398803711
encounter_2102,523.2836859636781,3,0.8591967821121216,2.4460554122924805,15.047073364257812,1.1725425720214844
encounter_2108,606.2696150272493,2,0.8515191674232483,2.2388696670532227,12.232303619384766,1.3709068298339844
encounter_2112,248.31581595475024,5,0.9420518279075623,2.5153160095214844,10.899782180786133,0.7753372192382812
encounter_2198,967.3229138958689,3,0.820195198059082,2.0904541015625,12.13085651397705,0.9175539016723633
encounter_2240,1364.1448770660263,5,0.5291954278945923,2.5343894958496094,12.477993965148926,0.9865760803222656
encounter_2241,661.214234506378,5,0,0,0,0
encounter_2273,678.5638497973644,5,0,0,0,0
encounter_2301,1480.0043365371155,2,0,0,0,0
encounter_2331,1377.081547583684,5,0.5357633829116821,2.119302749633789,10.593771934509277,0.8367300033569336
encounter_2358,1339.3277444008618,2,0.6833049058914185,2.196192741394043,15.483975410461426,0.8075237274169922
encounter_2359,502.6593954859506,5,0,0,0,0
encounter_2365,1067.8810740097847,4,0.6325342059135437,2.202749252319336,15.40982723236084,0.8492469787597656
encounter_2370,1454.7511010971336,2,0.6311838626861572,2.132415771484375,10.74206829071045,1.114964485168457
encounter_2385,672.1459968541687,5,0,0,0,0
encounter_2388,1057.4168774293107,2,0,0,0,0
encounter_2405,222.70712214698585,3,0,0,0,0
encounter_2426,964.6696106960272,5,0.4523353576660156,2.309441566467285,10.651230812072754,1.1078119277954102
encounter_2433,1289.8831495051145,3,0.630052924156189,2.1544694900512695,10.602474212646484,0.828862190246582
encounter_2443,1163.1644786779116,4,0,0,0,0
encounter_2454,1360.9618628538267,1,0,0,0,0
encounter_2455,148.3795386195756,2,0.9474402070045471,2.1480321884155273,15.294432640075684,1.0334253311157227
encounter_2464,1119.3469517490978,3,0.6765332818031311,2.301812171936035,12.493729591369629,1.004338264465332
encounter_2472,1448.9842214735006,4,0,0,0,0
encounter_2480,445.76798831979045,5,0.9059432744979858,2.1462440490722656,10.401368141174316,0.7889270782470703
encounter_2485,565.4880229191572,2,0,0,0,0
encounter_2487,585.5150043834616,5,0.8459964990615845,2.2832155227661133,15.22684097290039,0.8531808853149414
encounter_2488,952.7346210458962,4,0.8583984375,2.1965503692626953,11.61038875579834,0.7312297821044922
encounter_2513,1347.583709237515,3,0.49359309673309326,2.602100372314453,10.942816734313965,0.704646110534668
encounter_2526,1186.6303215583246,5,0,0,0,0
encounter_2529,1152.3449122393852,1,0,0,0,0
encounter_2533,1112.1849033896342,5,0,0,0,0
encounter_2538,432.75000874150663,3,0,0,0,0
encounter_2557,1291.9760917331384,2,0,0,0,0
encounter_2567,648.4589001732298,1,0,0,0,0
encounter_2596,208.77243273040105,3,0,0,0,0
encounter_2605,976.9901600202763,2,0.4488636553287506,2.1691322326660156,11.166930198669434,0.6146430969238281
encounter_2609,1161.5041876678313,4,0.7637270092964172,2.3223161697387695,15.086770057678223,1.0105371475219727
encounter_2612,931.1774650086031,1,0.5079267024993896,2.1975040435791016,15.256166458129883,1.0099411010742188
encounter_2626,883.71079286156,5,0.756527304649353,2.1420717239379883,15.265583992004395,1.0322332382202148
encounter_2628,660.231492964777,5,0.8456359505653381,2.2194385528564453,10.402202606201172,1.2009143829345703
encounter_2645,240.94527408662583,2,0.9291581511497498,2.113938331604004,12.652397155761719,1.0067224502563477
encounter_2655,211.2170920465425,3,0,0,0,0
encounter_2667,348.32611611718414,4,0,0,0,0
encounter_2678,437.0217227070459,5,0,0,0,0
encounter_2681,308.6397330429973,2,0.9145462512969971,2.4596452713012695,15.14279842376709,1.107335090637207
encounter_2696,789.7522505894417,2,0,0,0,0
encounter_2697,966.3654362896617,5,0,0,0,0
encounter_2720,1255.4258784625551,5,0,0,0,0
encounter_2722,577.922675787956,3,0,0,0,0
encounter_2724,374.39164384133164,4,0,0,0,0
encounter_2730,630.0835325159021,5,0,0,0,0
encounter_2737,318.1083010127638,4,0,0,0,0
encounter_2748,839.9154113622001,2,0,0,0,0
encounter_2761,840.0591792299524,3,0.8481411337852478,2.26438045501709,15.049934387207031,1.0732412338256836
encounter_2763,880.1653014992348,3,0,0,0,0
encounter_2765,1455.3317011270283,2,0,0,0,0
encounter_2772,1241.3072673564745,4,0,0,0,0
encounter_2818,391.8822828673396,5,0,0,0,0
encounter_2832,1006.386138425836,5,0,0,0,0
encounter_2838,1330.6620980661016,1,0.5672646164894104,2.1550655364990234,15.26796817779541,0.8980035781860352
encounter_2841,1385.241744972624,4,0,0,0,0
encounter_2858,814.817480631978,5,0,0,0,0
encounter_2867,814.7317630784312,5,0.5670450329780579,2.3561716079711914,15.134930610656738,1.2600421905517578
encounter_2870,460.24558024016756,5,0.8548001646995544,2.152681350708008,10.672688484191895,0.6552934646606445
encounter_2874,699.2811870648994,2,0.8397775888442993,2.2019147872924805,10.445713996887207,0.7208585739135742
encounter_2893,1162.817411637434,3,0,0,0,0
encounter_2910,935.5330887811235,4,0.6195474863052368,2.382636070251465,12.112259864807129,1.1072158813476562
encounter_2913,1029.0727508458178,5,0.719235360622406,2.3202896118164062,14.664053916931152,0.771641731262207
encounter_2921,1368.0920677835861,2,0,0,0,0
encounter_2953,551.8060901335775,1,0,0,0,0
encounter_2958,1479.2345238932985,2,0,0,0,0
encounter_2966,398.1334636294586,2,0.8776530623435974,2.1497011184692383,15.044450759887695,1.0720491409301758
encounter_2967,185.44304573254306,3,0.9582052826881409,2.158045768737793,11.861443519592285,0.767827033996582
encounter_2974,1613.452231466239,4,0,0,0,0
encounter_2986,955.6947301238303,5,0,0,0,0
encounter_3014,342.9886637221566,1,0.9115186929702759,2.206087112426758,10.592103004455566,0.7398128509521484
encounter_3035,547.305965763209,2,0.5426732301712036,2.1277666091918945,12.204527854919434,1.0766983032226562
encounter_3039,252.72429888863803,2,0,0,0,0
encounter_3041,549.3489518908876,5,0,0,0,0
encounter_3045,534.2375500693887,1,0.8602367639541626,2.109527587890625,15.352129936218262,1.120448112487793
encounter_3049,1470.2057867239394,4,0.7293665409088135,2.321958541870117,15.066385269165039,1.1458396911621094
encounter_3050,1326.0046539049174,3,0.5054464936256409,2.350449562072754,12.539029121398926,0.643610954284668
encounter_3059,143.79854438135027,2,0.974587619304657,2.2875070571899414,11.69133186340332,0.6202459335327148
encounter_3061,1592.0009318787397,1,0,0,0,0
encounter_3080,1437.3963861252123,2,0.3064510226249695,2.1392107009887695,10.61248779296875,0.6184577941894531
encounter_3083,569.995516098078,4,0,0,0,0
encounter_3089,727.5926254209286,2,0.8782030940055847,2.2706985473632812,15.286684036254883,0.9317398071289062
encounter_3105,707.0849216327379,1,0,0,0,0
encounter_3106,650.1415746979853,3,0.8237422704696655,2.876162528991699,12.409448623657227,3.735184669494629
encounter_3121,1421.7462414056708,1,0.4876769781112671,2.2885799407958984,10.84446907043457,0.6362199783325195
encounter_3126,841.8384176881535,5,0.786716878414154,2.611398696899414,14.86814022064209,1.1638402938842773
encounter_3137,1521.7453070109943,5,0,0,0,0
encounter_3138,1082.8358766447554,2,0,0,0,0
encounter_3152,318.85420263617,2,0.9210475087165833,2.3316144943237305,15.291333198547363,1.009225845336914
encounter_3157,837.7612706336236,5,0.8646389842033386,2.1289587020874023,10.43558120727539,0.6293058395385742
encounter_3170,1541.9659742188962,5,0,0,0,0
encounter_3181,813.2402650603276,5,0.8343179225921631,2.1576881408691406,15.500903129577637,1.020669937133789
encounter_3204,916.7063209462402,2,0.7995935082435608,2.2503137588500977,10.678768157958984,0.6327629089355469
encounter_3236,1658.9662197309387,4,0.3951282799243927,2.1342039108276367,11.072635650634766,0.9697675704956055
encounter_3252,339.5042306510142,3,0,0,0,0
encounter_3255,1130.5600510574814,5,0.530992329120636,2.1420717239379883,12.577414512634277,0.952601432800293
encounter_3273,1186.9305014072588,4,0.8052838444709778,2.3251771926879883,11.981487274169922,3.228425979614258
encounter_3286,1474.6261551952653,2,0,0,0,0
encounter_3316,729.0486068525452,3,0.6026801466941833,2.144932746887207,10.676860809326172,0.8522272109985352
encounter_3317,623.7588037891448,3,0.8452624082565308,2.581954002380371,14.994382858276367,0.937342643737793
encounter_3338,574.8147710729959,5,0,0,0,0
encounter_3394,1283.2061499221047,5,0,0,0,0
encounter_3405,159.09109489576016,1,0.9240009188652039,2.316713333129883,10.461926460266113,0.8336305618286133
encounter_3408,581.3239431586195,3,0.896310567855835,2.3316144943237305,15.251517295837402,1.0652542114257812
encounter_3409,557.8908685680645,4,0.838239312171936,2.141714096069336,15.0986909866333,0.8541345596313477
encounter_3445,336.91239005747616,4,0,0,0,0
encounter_3447,1557.523824523796,4,0.4508877694606781,2.26593017578125,15.461921691894531,0.8012056350708008
encounter_3462,1524.2161728654567,5,0,0,0,0
encounter_3474,789.1229984979743,2,0.8409826755523682,2.1703243255615234,12.270808219909668,1.4022588729858398
encounter_3485,307.97504042569926,5,0.9412567019462585,2.250075340270996,10.442733764648438,0.6555318832397461
encounter_3488,671.2850601649905,2,0,0,0,0
encounter_3502,938.3976825906032,3,0,0,0,0
encounter_3504,421.745487879969,4,0,0,0,0
encounter_3568,1186.6418772238374,2,0.6674684286117554,2.1452903747558594,14.933109283447266,0.836491584777832
encounter_3569,1531.6260456271057,2,0,0,0,0
encounter_3571,1007.0649852927919,1,0,0,0,0
encounter_3594,962.4384395923197,5,0.6929650902748108,2.3447275161743164,15.362739562988281,1.1099576950073242
encounter_3608,826.5526807299555,2,0.7578024864196777,2.2919178009033203,11.546730995178223,1.073002815246582
encounter_3614,1167.5251912641884,2,0,0,0,0
encounter_3618,987.2267989956545,2,0.7523190379142761,2.1320581436157227,15.437960624694824,0.8542537689208984
encounter_3656,1253.2500860163439,2,0,0,0,0
encounter_3666,1007.2324443290286,2,0.8183034658432007,2.126455307006836,12.187719345092773,4.1626691818237305
encounter_3676,216.4123701432444,3,0,0,0,0
encounter_3686,773.5724396616553,2,0,0,0,0
encounter_3688,690.0459675194647,2,0.8448249101638794,2.170562744140625,10.724544525146484,0.6341934204101562
encounter_3723,1374.2698114786947,5,0.7396814227104187,2.177000045776367,12.004494667053223,0.9484291076660156
encounter_3760,1372.450118715315,2,0.801704466342926,2.1065473556518555,15.493631362915039,1.0739564895629883
encounter_3770,514.9867923302504,2,0,0,0,0
encounter_3785,696.3479943401602,3,0,0,0,0
encounter_3812,811.8899528254609,2,0.7826684713363647,2.1778345108032227,11.3983154296875,1.4153718948364258
encounter_3820,975.7716174209135,1,0.7739982008934021,2.1828413009643555,15.366077423095703,1.0846853256225586
encounter_3834,464.85764760249054,4,0,0,0,0
encounter_3852,1050.6935285378593,5,0.2590194642543793,2.2134780883789062,10.383844375610352,0.7401704788208008
encounter_3898,1708.9015885066708,4,0.6795507073402405,2.1462440490722656,12.191295623779297,4.24802303314209
encounter_3915,1104.6080696582253,4,0,0,0,0
encounter_3923,407.14021243316324,2,0,0,0,0
encounter_3953,416.4149713107465,2,0,0,0,0
encounter_3961,522.2431504602549,2,0,0,0,0
encounter_3970,997.657060370077,3,0,0,0,0
encounter_3978,863.8324154886901,2,0.7476598620414734,2.257704734802246,10.469555854797363,0.7892847061157227
encounter_3985,573.6926427478604,2,0,0,0,0
encounter_4027,1441.406377819335,3,0,0,0,0
encounter_4028,1219.3955723525287,5,0.6836845874786377,2.116680145263672,10.576605796813965,0.6990432739257812
encounter_4039,798.2227823895819,3,0,0,0,0
encounter_4042,1241.7594317714186,5,0.7715254426002502,2.34222412109375,10.392427444458008,0.6469488143920898
encounter_4059,282.86319735429856,4,0.9134513139724731,2.089262008666992,10.735273361206055,0.7873773574829102
encounter_4089,1317.7634414631495,5,0,0,0,0
encounter_4099,838.8221243525435,2,0.5834312438964844,2.166271209716797,10.3837251663208,0.7117986679077148
encounter_4144,1386.1064111718806,5,0.7897003889083862,2.199530601501465,12.579560279846191,1.0976791381835938
encounter_4153,1080.4842596233143,2,0.7692287564277649,2.1239519119262695,14.966249465942383,1.0646581649780273
encounter_4158,1438.705354721251,5,0.5921927094459534,2.185225486755371,14.929652214050293,1.0411739349365234
encounter_4165,769.356729190678,2,0.8511958122253418,2.1179914474487305,10.85662841796875,0.6521940231323242
encounter_4185,1298.1934159105515,4,0.28930795192718506,2.234816551208496,12.149333953857422,1.1360645294189453
encounter_4188,778.0661272221415,2,0.8130533695220947,2.210259437561035,15.117764472961426,0.903010368347168
encounter_4190,1297.330572487667,2,0.6938986778259277,2.2832155227661133,10.642170906066895,0.7443428039550781
encounter_4192,642.5975487945757,3,0.8657037019729614,2.224087715148926,11.171698570251465,0.7463693618774414
encounter_4214,580.5748319799585,2,0.8735798597335815,2.179384231567383,10.597705841064453,0.8209943771362305
encounter_4266,689.9698785294512,4,0.8339449167251587,2.1027326583862305,12.189388275146484,0.9273290634155273
encounter_4308,447.9195177439672,5,0,0,0,0
encounter_4320,345.90155254652626,5,0,0,0,0
encounter_4322,1401.4313869994548,5,0,0,0,0
encounter_4324,953.7132833932861,5,0.7688987851142883,2.123713493347168,12.32457160949707,0.7970333099365234
encounter_4327,374.24031714097595,5,0.8856155276298523,2.2319555282592773,14.571428298950195,0.944972038269043
encounter_4332,1304.7342330922825,5,0.45749813318252563,2.447962760925293,15.167474746704102,1.03759765625
encounter_4346,1199.712019227049,2,0,0,0,0
encounter_4351,1427.847688205297,4,0.7977810502052307,2.1653175354003906,10.854005813598633,1.0216236114501953
encounter_4364,465.4144336958192,4,0,0,0,0
encounter_4367,1306.2858750139449,2,0,0,0,0
encounter_4374,343.7401289407223,3,0.9049148559570312,2.4704933166503906,10.434508323669434,0.9604692459106445
encounter_4400,501.0202618815309,5,0,0,0,0
encounter_4411,1197.919377393433,3,0,0,0,0
encounter_4419,1450.9625948089033,2,0.7165852189064026,2.263665199279785,10.486245155334473,0.7848739624023438
encounter_4483,99.71885341761808,5,0,0,0,0
encounter_4499,862.4577335501455,4,0.7725837826728821,2.1648406982421875,11.876821517944336,0.6220340728759766
encounter_4534,481.2449625453806,2,0.9039940237998962,2.301812171936035,15.079140663146973,1.0259151458740234
encounter_4538,1350.8434436194161,3,0,0,0,0
encounter_4549,839.6950116629891,3,0,0,0,0
encounter_4558,1265.5445136277003,4,0,0,0,0
encounter_4570,365.44520716316947,1,0,0,0,0
encounter_4572,533.5558973193333,3,0.873267650604248,2.2121667861938477,10.7041597366333,1.2995004653930664
encounter_4595,746.7602128580058,1,0,0,0,0
encounter_4600,853.0341148847859,5,0,0,0,0
encounter_4604,810.7992052465431,5,0,0,0,0
encounter_4635,965.8418842833316,2,0.7800390720367432,2.1311044692993164,10.58506965637207,0.6411075592041016
encounter_4643,951.3552323153215,4,0.4211300313472748,2.1703243255615234,10.322332382202148,0.6690025329589844
encounter_4647,1579.4848352372805,4,0,0,0,0
encounter_4671,1280.9151173107405,5,0.6582621932029724,2.2246837615966797,15.482664108276367,0.9919404983520508
encounter_4699,1476.8898741845576,2,0.3262764513492584,2.2351741790771484,10.263323783874512,0.6816387176513672
